en,zh-cn,zh-tw,pos,description,,,,,,,,,,,,,,,,,,,,,
override,覆盖,覆寫,verb,,,,,,,,,,,,,,,,,,,,,,
overview,概观,概觀,noun,,,,,,,,,,,,,,,,,,,,,,
overview,总览,總覽,noun,,,,,,,,,,,,,,,,,,,,,,
ownership,所有权,擁有權,noun,,,,,,,,,,,,,,,,,,,,,,
Pacific,太平洋,太平洋,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
package,包裹,套件,noun,,,,,,,,,,,,,,,,,,,,,,
package,封装,封裝,noun,,,,,,,,,,,,,,,,,,,,,,
package,封装,封裝,verb,,,,,,,,,,,,,,,,,,,,,,
packager,封装工具,封裝工具,noun,,,,,,,,,,,,,,,,,,,,,,
padding,填充,邊框間距,noun,,,,,,,,,,,,,,,,,,,,,,
page,页面,頁面,noun,适用于确定 Page 所指确实是 [页面] 内容类型时,,,,,,,,,,,,,,,,,,,,,
page builder,页面构建器,頁面編輯器,noun,,,,,,,,,,,,,,,,,,,,,,
Pago Pago,帕果帕果,帕哥帕哥,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Pakistani rupee,巴基斯坦卢比,巴基斯坦盧比,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Palau,帕劳,帛琉,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Pali,巴利语,帕里文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Palmer,帕尔默,帕麥,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Panama,巴拿马,巴拿馬,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Panamanian balboa,巴拿马巴波亚,巴拿馬巴波亞,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
pane,窗格,窗格,noun,,,,,,,,,,,,,,,,,,,,,,
panel,面板,面板,noun,,,,,,,,,,,,,,,,,,,,,,
Pangnirtung,庞纳通,皮納唐,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Panjabi,旁遮普语,旁遮普文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Panjabi (India),旁遮普语（印度）,旁遮普文 (印度),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Papua New Guinean kina,巴布亚新几内亚基那,巴布亞紐幾內亞基那,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Paraguayan guaran&iacute;,巴拉圭瓜拉尼,巴拉圭瓜拉尼,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
parallax,视差,視差滾動,noun,,,,,,,,,,,,,,,,,,,,,,
Paramaribo,帕拉马里博,巴拉馬利波,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
parameter,参数,參數,noun,,,,,,,,,,,,,,,,,,,,,,
parent,上级,上層,adjective,,,,,,,,,,,,,,,,,,,,,,
parent theme,父主题,上層佈景主題,noun,,,,,,,,,,,,,,,,,,,,,,
Paris,巴黎,巴黎,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
parked domain,停放域名,存放網域,noun,存放网域或只是用来预留网址的网站，其中显示「建设中」或「即将上线」等类似讯息。,,,,,,,,,,,,,,,,,,,,,
parse,解析,剖析,verb,,,,,,,,,,,,,,,,,,,,,,
parser,解析器,剖析器,noun,,,,,,,,,,,,,,,,,,,,,,
part,部分,組件,noun,适用于区块编辑器、网站编辑器相关内容,,,,,,,,,,,,,,,,,,,,,
Pashto,普什图语,普什圖文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
passkey,密码密钥,密碼金鑰,noun,Google 官方译文,,,,,,,,,,,,,,,,,,,,,
passkey,通行密钥,通行金鑰,noun,Microsoft 官方译文 (建议采用),,,,,,,,,,,,,,,,,,,,,
password protected,受密码保护,受密碼保護,adjective,,,,,,,,,,,,,,,,,,,,,,
passwordless,无密码,無密碼,adjective,,,,,,,,,,,,,,,,,,,,,,
patch,补丁,修補程式,noun,,,,,,,,,,,,,,,,,,,,,,
Patchstack,Patchstack,Patchstack,noun,,,,,,,,,,,,,,,,,,,,,,
path,路径,路徑,noun,,,,,,,,,,,,,,,,,,,,,,
pattern,区块样板,區塊版面配置,noun,适用于区块编辑器及全站编辑相关内容,,,,,,,,,,,,,,,,,,,,,
payment gateway,支付网关,付款入口,noun,,,,,,,,,,,,,,,,,,,,,,
paywall,付费墙,付費牆,noun,,,,,,,,,,,,,,,,,,,,,,
paywall,需要付费,需要付費,verb,,,,,,,,,,,,,,,,,,,,,,
PChome,PChome,PChome,noun,,,,,,,,,,,,,,,,,,,,,,
PChome,网络家庭,網路家庭,noun,,,,,,,,,,,,,,,,,,,,,,
PDF,PDF,PDF,noun,PDF 是 Portable Document Format (便携式文件格式) 的缩写,,,,,,,,,,,,,,,,,,,,,
peak,顶峰,尖峰,adjective,,,,,,,,,,,,,,,,,,,,,,
pending,待复审,待審閱,adjective,适用于各种发布状态,,,,,,,,,,,,,,,,,,,,,
percent,百分比符号,百分比符號,noun,,,,,,,,,,,,,,,,,,,,,,
performance,性能,效能,noun,,,,,,,,,,,,,,,,,,,,,,
period,句号,句號,noun,适用于标点符号 .,,,,,,,,,,,,,,,,,,,,,
period,周期,週期,noun,,,,,,,,,,,,,,,,,,,,,,
period,期间,期間,noun,,,,,,,,,,,,,,,,,,,,,,
permalink,固定链接,永久連結,noun,Google 中国官方译文，适用于搜索引擎相关内容及核心程序,,,,,,,,,,,,,,,,,,,,,
permanent,永久,永久,adjective,,,,,,,,,,,,,,,,,,,,,,
permanently,永久,永久,adverb,,,,,,,,,,,,,,,,,,,,,,
permission,权限,權限,noun,,,,,,,,,,,,,,,,,,,,,,
Persian,波斯语,波斯文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Persian (Afghanistan),波斯语（阿富汗）,波斯文 (阿富汗),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
persistent object cache,持久对象缓存,持續物件快取,noun,,,,,,,,,,,,,,,,,,,,,,
Perth,珀斯,伯斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Peruvian nuevo sol,秘鲁新索尔,秘魯新索爾,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Petersburg,圣彼得堡,聖彼得堡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Philippine peso,菲律宾比绍,菲律賓披索,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
phish,网络钓鱼,網路釣魚,noun,,,,,,,,,,,,,,,,,,,,,,
phishing,网络钓鱼,網路釣魚,noun,适用于互联网行为,,,,,,,,,,,,,,,,,,,,,
phishing,网络钓鱼,網路釣魚,noun,,,,,,,,,,,,,,,,,,,,,,
Phnom Penh,金边,金邊,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Phoenix,菲尼克斯,鳳凰城,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
photo,照片,照片,noun,,,,,,,,,,,,,,,,,,,,,,
PHP,PHP,PHP,noun,,,,,,,,,,,,,,,,,,,,,,
PHP extension,PHP 扩展,PHP 擴充功能,noun,,,,,,,,,,,,,,,,,,,,,,
physical,实体,實體,adjective,,,,,,,,,,,,,,,,,,,,,,
picker,拾取器,選擇器,noun,,,,,,,,,,,,,,,,,,,,,,
picture,图片,圖片,noun,,,,,,,,,,,,,,,,,,,,,,
pin,别针,釘選,verb,,,,,,,,,,,,,,,,,,,,,,
ping,自动通知,自動通知,verb,,,,,,,,,,,,,,,,,,,,,,
pingback,引用通知,自動引用通知,noun,,,,,,,,,,,,,,,,,,,,,,
Pinterest,Pinterest,Pinterest,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
Pitcairn,皮特凯恩,皮特康群島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Pixnet,痞客邦,痞客邦,noun,,,,,,,,,,,,,,,,,,,,,,
Pixnet,Pixnet,Pixnet,noun,,,,,,,,,,,,,,,,,,,,,,
placeholder,占位符,預留位置,noun,,,,,,,,,,,,,,,,,,,,,,
playlist,播放列表,播放清單,noun,,,,,,,,,,,,,,,,,,,,,,
please try again,请再试一次,請再試一次,noun,,,,,,,,,,,,,,,,,,,,,,
please wait,请稍等,請稍候,verb,,,,,,,,,,,,,,,,,,,,,,
plugin,插入,外掛,noun,,,,,,,,,,,,,,,,,,,,,,
plugin directory,插件目录,外掛目錄,noun,,,,,,,,,,,,,,,,,,,,,,
plugin name,插件名称,外掛名稱,noun,,,,,,,,,,,,,,,,,,,,,,
podcast,播客,podcast,noun,,,,,,,,,,,,,,,,,,,,,,
Podgorica,波德戈里察,波德戈里察,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Pohnpei,波纳佩岛,波納佩島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
policy,政策,政策,noun,,,,,,,,,,,,,,,,,,,,,,
Polish,波兰语,波蘭文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Polish z&#x142;oty,波兰兹罗提,波蘭茲羅提,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Ponape,波纳佩岛,波納佩島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Pontianak,坤甸,坤甸,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
pool,集区,集區,noun,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
popup,弹窗,彈出式訊息,noun,,,,,,,,,,,,,,,,,,,,,,
port,连接端口,連接埠,noun,适用于各种装置,,,,,,,,,,,,,,,,,,,,,
port,通信端口,通訊埠,noun,适用于通讯协议,,,,,,,,,,,,,,,,,,,,,
Port Moresby,莫尔兹比港,莫爾斯貝港,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Port of Spain,西班牙港,西班牙港,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Portable Document Format,便携式文档格式,可攜式文件格式,noun,,,,,,,,,,,,,,,,,,,,,,
Port-au-Prince,太子港,太子港,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
portfolio,作品集,作品集,noun,,,,,,,,,,,,,,,,,,,,,,
Porto Acre,阿卡港,亞克港,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Porto Velho,韦柳港,韋柳港,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Porto-Novo,波多诺伏港,新港,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Portuguese,葡萄牙语,葡萄牙文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Portuguese (Angola),葡萄牙语（安哥拉）,葡萄牙文 (安哥拉),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Portuguese (Brazil),葡萄牙语（巴西）,葡萄牙文 (巴西),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Portuguese (Portugal),葡萄牙语（葡萄牙）,葡萄牙文 (葡萄牙),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
"Portuguese (Portugal, AO90)",葡萄牙语（葡萄牙，AO90）,葡萄牙文 (葡萄牙，AO90),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
post,文章,文章,noun,适用于确定 Post 所指确实是 [文章] 内容类型时,,,,,,,,,,,,,,,,,,,,,
post editor,文章编辑器,內容編輯器,noun,,,,,,,,,,,,,,,,,,,,,,
post format,文章格式,文章格式,noun,,,,,,,,,,,,,,,,,,,,,,
post status,文章发布状态,內容發佈狀態,noun,,,,,,,,,,,,,,,,,,,,,,
post thumbnail,文章缩略图,內容縮圖,noun,,,,,,,,,,,,,,,,,,,,,,
post type,文章类型,內容類型,noun,,,,,,,,,,,,,,,,,,,,,,
postfix,后缀,後置詞,noun,,,,,,,,,,,,,,,,,,,,,,
Pound sterling,英镑,英鎊,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Powered by WordPress,自豪地采用 WordPress,本站採用 WordPress 建设,verb,,,,,,,,,,,,,,,,,,,,,,
Prague,布拉格,布拉格,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
preference,偏好设置,偏好設定,noun,,,,,,,,,,,,,,,,,,,,,,
prefix,前缀,前置詞,noun,,,,,,,,,,,,,,,,,,,,,,
preload list,预加载列表,預載清單,noun,,,,,,,,,,,,,,,,,,,,,,
preloader,预加载器,預先載入程式,noun,,,,,,,,,,,,,,,,,,,,,,
preserve,保留,保留,verb,,,,,,,,,,,,,,,,,,,,,,
preset,预设,預設,adjective,,,,,,,,,,,,,,,,,,,,,,
preset,预设,預設集,noun,,,,,,,,,,,,,,,,,,,,,,
press,按下,按下,verb,操作键盘、鼠标及屏幕,,,,,,,,,,,,,,,,,,,,,
pre-trained,预先训练,預先訓練,adjective,,,,,,,,,,,,,,,,,,,,,,
previous page,上一页,上一頁,noun,,,,,,,,,,,,,,,,,,,,,,
principle,原则,原則,noun,,,,,,,,,,,,,,,,,,,,,,
privacy policy,隐私政策,隱私權政策,noun,,,,,,,,,,,,,,,,,,,,,,
privacy statement,隐私声明,隱私權聲明,noun,,,,,,,,,,,,,,,,,,,,,,
processor,处理器,處理器,noun,,,,,,,,,,,,,,,,,,,,,,
prod,生产环境,正式環境,noun,如果确定是 Production 的简写，则适用于网站建设,,,,,,,,,,,,,,,,,,,,,
production,生产环境,正式環境,noun,适用于网站建设,,,,,,,,,,,,,,,,,,,,,
profile,个人资料,個人資料,noun,,,,,,,,,,,,,,,,,,,,,,
profiler,分析器,分析工具,noun,,,,,,,,,,,,,,,,,,,,,,
profiling,分析,分析,noun,,,,,,,,,,,,,,,,,,,,,,
programming language,编程语言,程式設計語言,noun,,,,,,,,,,,,,,,,,,,,,,
progress bar,进度条,進度列,noun,,,,,,,,,,,,,,,,,,,,,,
promo code,促销代码,促銷代碼,noun,,,,,,,,,,,,,,,,,,,,,,
promotion code,促销代码,促銷代碼,noun,,,,,,,,,,,,,,,,,,,,,,
protect,保护,保護,verb,,,,,,,,,,,,,,,,,,,,,,
protection,保护,保護,noun,,,,,,,,,,,,,,,,,,,,,,
protocol,协议,通訊協定,noun,,,,,,,,,,,,,,,,,,,,,,
publish,发布,發佈,verb,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,波多黎各,波多黎各,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
pull request,拉取请求,提取要求,noun,适用于程序开发及 Git 相关内容,,,,,,,,,,,,,,,,,,,,,
Punjabi,旁遮普语,旁遮普文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Punta Arenas,蓬塔阿雷纳斯,蓬塔阿雷納斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Pure CSS,Pure CSS,Pure CSS,noun,,,,,,,,,,,,,,,,,,,,,,
purpose,目的,目的,noun,,,,,,,,,,,,,,,,,,,,,,
Pyongyang,平壤,平壤,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Qatar,卡塔尔,卡達,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Qatari riyal,卡塔尔里亚尔,卡達里亞爾,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Qostanay,库斯塔奈,庫斯塔奈,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
QR Code,二维码,QR 圖碼,noun,,,,,,,,,,,,,,,,,,,,,,
Quechua,克丘亚语,蓋楚瓦文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Queensland,昆士兰州,昆士蘭省,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
query,查询,查詢,noun,,,,,,,,,,,,,,,,,,,,,,
query string,查询字符串,查詢字串,noun,,,,,,,,,,,,,,,,,,,,,,
quick start,快速开始,快速入門,noun,,,,,,,,,,,,,,,,,,,,,,
quota,配额,配額,noun,,,,,,,,,,,,,,,,,,,,,,
Quote,引用,引文,noun,WordPress 核心程序内建的文章格式 (Post Format) 之一，需要主题支持才能显示,,,,,,,,,,,,,,,,,,,,,
Qyzylorda,克孜勒奥尔达,克孜勒奧爾達,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
radio button,单选按钮,選項按鈕,noun,,,,,,,,,,,,,,,,,,,,,,
Raeto-Romance,罗曼什语,里托羅曼斯文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Rainy River,雷尼河区,雷尼河區,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Rangoon,仰光,仰光,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Rankin Inlet,兰金因莱特,蘭金音萊特,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Rarotonga,拉罗汤加岛,拉洛東加島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
RC,RC,RC,noun,RC 通常是 Release Candidate (发行候选版本) 的缩写,,,,,,,,,,,,,,,,,,,,,
real-time,实时,即時,adjective,,,,,,,,,,,,,,,,,,,,,,
receipt,收据,收據,noun,适用于电子商务,,,,,,,,,,,,,,,,,,,,,
receipt,回单,回條,noun,适用于联系窗口或电子邮件,,,,,,,,,,,,,,,,,,,,,
Recife,累西腓,累西腓,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
recompile,重新编译,重新編譯,verb,,,,,,,,,,,,,,,,,,,,,,
record,记录,記錄,noun,,,,,,,,,,,,,,,,,,,,,,
recover,恢复,復原,verb,,,,,,,,,,,,,,,,,,,,,,
recovery,恢复,復原,noun,,,,,,,,,,,,,,,,,,,,,,
recovery code,恢复码,復原代碼,noun,,,,,,,,,,,,,,,,,,,,,,
recovery mode,恢复模式,復原模式,noun,,,,,,,,,,,,,,,,,,,,,,
redirect,复位向,重新導向,verb,,,,,,,,,,,,,,,,,,,,,,
redirection,复位向,重新導向,noun,,,,,,,,,,,,,,,,,,,,,,
redirection code,复位向代码,重新導向代碼,noun,,,,,,,,,,,,,,,,,,,,,,
redo,重做,取消復原,verb,,,,,,,,,,,,,,,,,,,,,,
redundant,冗余,冗餘,adjective,,,,,,,,,,,,,,,,,,,,,,
refactor,重构,重構,verb,,,,,,,,,,,,,,,,,,,,,,
refresh,刷新,重新整理,verb,,,,,,,,,,,,,,,,,,,,,,
Regina,里贾纳,雷吉納,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
register,注册,註冊,verb,,,,,,,,,,,,,,,,,,,,,,
registered trademark,注册商标,註冊商標,noun,,,,,,,,,,,,,,,,,,,,,,
registration,注册,註冊,noun,,,,,,,,,,,,,,,,,,,,,,
registry,域名注册管理机构,網域註冊管理機構,noun,如果 registry 用于与网域注册相关的内容，有一定的机会是指「网域注册管理机构」。,,,,,,,,,,,,,,,,,,,,,
regular expression,正则表达式,規則運算式,noun,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
regular price,原价,原價,noun,,,,,,,,,,,,,,,,,,,,,,
relative path,相对路径,相對路徑,noun,,,,,,,,,,,,,,,,,,,,,,
release candidate,发行候选版本,發行候選版本,noun,,,,,,,,,,,,,,,,,,,,,,
remove,移除,移除,verb,,,,,,,,,,,,,,,,,,,,,,
render,转译,轉譯,verb,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
render,转译,轉譯,noun,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
render,转译,轉譯,verb,,,,,,,,,,,,,,,,,,,,,,
rep,代表,代表,noun,在插件目录或主题中，Rep 通常是 Representative (代表) 的缩写。举例来说，Support rep 或 Support Representative 即为「技术支持代表」。,,,,,,,,,,,,,,,,,,,,,
reply code,回复码,回覆代碼,noun,,,,,,,,,,,,,,,,,,,,,,
repo,存储库,存放庫,noun,在插件目录及主题目录中， repo 是 Repository (存放库) 的缩写。,,,,,,,,,,,,,,,,,,,,,
repository,存储库,存放庫,noun,适用于 SVN、Git 或 GitHub,,,,,,,,,,,,,,,,,,,,,
representative,代表,代表,noun,范例：Sales Representative 为「销售代表」。,,,,,,,,,,,,,,,,,,,,,
Republic of North Macedonia,北马其顿共和国,北馬其頓,noun,,,,,,,,,,,,,,,,,,,,,,
Republic of North Macedonia,北马其顿共和国,北馬其頓共和國,noun,,,,,,,,,,,,,,,,,,,,,,
request,要求,要求,noun,,,,,,,,,,,,,,,,,,,,,,
requirement,要求,需求,noun,,,,,,,,,,,,,,,,,,,,,,
requirement,要求,要求,noun,,,,,,,,,,,,,,,,,,,,,,
resend,重新发送,重新傳送,verb,,,,,,,,,,,,,,,,,,,,,,
reserve,保留,保留,verb,,,,,,,,,,,,,,,,,,,,,,
reset,重置,重設,verb,,,,,,,,,,,,,,,,,,,,,,
Resolute,雷索卢特,努納武特,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
resolver,解析器,解析程式,noun,,,,,,,,,,,,,,,,,,,,,,
response code,响应码,回應碼,noun,,,,,,,,,,,,,,,,,,,,,,
responsive,响应式,回應式,noun,,,,,,,,,,,,,,,,,,,,,,
responsive wed design,响应式网页设计,回應式網頁設計,noun,,,,,,,,,,,,,,,,,,,,,,
result set,结果集,結果集,noun,,,,,,,,,,,,,,,,,,,,,,
retrieve,截取,擷取,noun,,,,,,,,,,,,,,,,,,,,,,
Reunion,留尼汪,留尼旺,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
reusable block,可重复使用区块,可重複使用區塊,noun,适用于区块编辑器及全站编辑相关内容,,,,,,,,,,,,,,,,,,,,,
Reusable Block,可重复使用区块,可重複使用區塊,noun,,,,,,,,,,,,,,,,,,,,,,
reverse lookup,反向查找,反向對應,noun,,,,,,,,,,,,,,,,,,,,,,
reverse proxy,反向代理,反向 Proxy,noun,,,,,,,,,,,,,,,,,,,,,,
revision,修订,內容修訂,noun,,,,,,,,,,,,,,,,,,,,,,
revoke,撤销,撤銷,verb,,,,,,,,,,,,,,,,,,,,,,
rewrite,重写,重新寫入,verb,,,,,,,,,,,,,,,,,,,,,,
rewrite rule,重写规则,重新寫入規則,noun,,,,,,,,,,,,,,,,,,,,,,
Reykjavik,雷克雅未克,雷克雅維克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
rich snippet,富文本摘要,複合式摘要,noun,,,,,,,,,,,,,,,,,,,,,,
Riga,里加,里加,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
right arrow key,向右键,向右鍵,noun,键盘按键名称,,,,,,,,,,,,,,,,,,,,,
right brace,右大括号,右大括弧,noun,,,,,,,,,,,,,,,,,,,,,,
right parenthesis,右括号,右括弧,noun,,,,,,,,,,,,,,,,,,,,,,
Right to Left,从右至左,從右至左,noun,文字方向,,,,,,,,,,,,,,,,,,,,,
right-click,点击右键,點擊右鍵,verb,操作键盘、鼠标及屏幕,,,,,,,,,,,,,,,,,,,,,
Rio Branco,里奥布兰科,里約布蘭科,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Rio Gallegos,里奥加耶戈斯,里奧加耶戈斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Riyadh,利雅得,利雅德,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
roadmap,路线图,藍圖,noun,,,,,,,,,,,,,,,,,,,,,,
robot,机器人,漫遊器,noun,Google 中国官方译文，适用于搜索引擎相关内容,,,,,,,,,,,,,,,,,,,,,
robots.txt,robots.txt,robots.txt,noun,,,,,,,,,,,,,,,,,,,,,,
Rohingya,罗兴亚语,羅興亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
rollup,汇总模块,匯總套件,noun,,,,,,,,,,,,,,,,,,,,,,
Romanian,罗马尼亚语,羅馬尼亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Romanian leu,罗马尼亚列伊,羅馬尼亞列伊,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Rome,罗马,羅馬,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Rosario,罗萨里奥,羅沙略,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Rothera,罗瑟拉,羅瑟拉站,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
routine,常规,常式,noun,,,,,,,,,,,,,,,,,,,,,,
row,行列,列,noun,,,,,,,,,,,,,,,,,,,,,,
row,数据列,資料列,noun,,,,,,,,,,,,,,,,,,,,,,
RSS,RSS,RSS,noun,,,,,,,,,,,,,,,,,,,,,,
RTL,RTL,RTL,noun,文字方向 Right to Left (从右到左) 的缩写，例如阿拉伯文、希伯来文,,,,,,,,,,,,,,,,,,,,,
RTL,从右至左,從右至左,noun,文字方向 Right to Left (从右到左) 的缩写，例如阿拉伯文、希伯来文,,,,,,,,,,,,,,,,,,,,,
rule set,规则集,規則集,noun,,,,,,,,,,,,,,,,,,,,,,
rule type,规则类型,規則型別,noun,,,,,,,,,,,,,,,,,,,,,,
ruleset,规则集,規則集,noun,,,,,,,,,,,,,,,,,,,,,,
runtime,运行阶段,執行階段,noun,,,,,,,,,,,,,,,,,,,,,,
Russian,俄语,俄文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Russian ruble,俄罗斯卢布,俄羅斯盧布,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Rwandan franc,卢旺达法郎,盧安達法郎,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
RWD,RWD,RWD,noun,RWD 是 Responsive Wed Design (响应式网页设计) 的缩写,,,,,,,,,,,,,,,,,,,,,
S&atilde;o Tom&eacute; and Pr&iacute;ncipe dobra,圣多美和普林西比·多布拉,聖多美和普林西比多布拉,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
SA,相同方式共享,相同方式分享,noun,适用于 Creative Commons 创用 CC 授权方式,,,,,,,,,,,,,,,,,,,,,
Saigon,西贡,胡志明市,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Saint Helena pound,圣赫勒拿镑,聖赫勒拿島鎊,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Saipan,塞班岛,塞班島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Sakha,萨哈语,薩哈文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Sakhalin,萨哈林岛,庫頁島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
sale price,特价,特價,noun,,,,,,,,,,,,,,,,,,,,,,
salt,加密字符串,加密字串,noun,适用于加密用途,,,,,,,,,,,,,,,,,,,,,
Salta,萨尔塔,薩爾塔,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Samara,萨马拉,沙馬拉,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Samarkand,撒马尔罕,撒馬爾罕,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Samoa,萨摩亚,薩摩亞,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
