en,zh-cn,pos,description,,,,,,,,,,,,,,,,,,,,,
Stock Keeping Unit,库存单位,noun,适用于电子商务，缩写为 SKU。这是商品的唯一标识符，通常由英数字组成。基于管理库存目的，SKU 用于追踪商品。SKU 可与任何可购买的项目产生关联；举例来说，一件编号为 1114、尺寸为 8 的外套，SKU 便可以订为 1114-8。,,,,,,,,,,,,,,,,,,,,,
Stockholm,斯德哥尔摩,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
storage space,储存空间,noun,,,,,,,,,,,,,,,,,,,,,,
structure,结构,noun,,,,,,,,,,,,,,,,,,,,,,
structure tag,结构标签,noun,,,,,,,,,,,,,,,,,,,,,,
structured data,结构化数据,noun,,,,,,,,,,,,,,,,,,,,,,
StumbleUpon,StumbleUpon,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
style,样式,noun,,,,,,,,,,,,,,,,,,,,,,
style sheet,样式表,noun,,,,,,,,,,,,,,,,,,,,,,
style variation,样式变化,noun,适用于 WordPress 全站编辑,,,,,,,,,,,,,,,,,,,,,
subdomain,订阅,noun,,,,,,,,,,,,,,,,,,,,,,
Sublime Text,Sublime Text,noun,纯文本编辑器名称。,,,,,,,,,,,,,,,,,,,,,
subscribe,约期授权,verb,适用于订阅内容,,,,,,,,,,,,,,,,,,,,,
subscribe,订阅者,verb,适用于在线服务、软件的授权方式说明,,,,,,,,,,,,,,,,,,,,,
subscriber,订阅,noun,适用于 WordPress 默认用户角色,,,,,,,,,,,,,,,,,,,,,
subscription,约期授权,noun,适用于订阅内容,,,,,,,,,,,,,,,,,,,,,
subscription,子标题,noun,适用于在线服务、软件的授权方式说明,,,,,,,,,,,,,,,,,,,,,
subtitle,苏丹镑,noun,,,,,,,,,,,,,,,,,,,,,,
Sudanese pound,苏丹镑,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
summary,摘要,noun,,,,,,,,,,,,,,,,,,,,,,
Sundanese,巽他语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
super admin,超级管理员,noun,适用于 WordPress 多站网络相关内容,,,,,,,,,,,,,,,,,,,,,
Surinamese dollar,苏里南元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
suspension,暂停,noun,,,,,,,,,,,,,,,,,,,,,,
swag,纪念品,noun,,,,,,,,,,,,,,,,,,,,,,
Swahili,斯瓦希里语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Swati,斯瓦蒂语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Swazi lilangeni,斯威士兰吉尼,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Swedish,瑞典语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Swedish krona,瑞典克朗,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Swift Current,斯威夫特卡伦特,noun,,,,,,,,,,,,,,,,,,,,,,
Swiss franc,瑞士法郎,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
switch,交换器,noun,网络通讯装置名称,,,,,,,,,,,,,,,,,,,,,
switch,切换,verb,,,,,,,,,,,,,,,,,,,,,,
switcher,切换器,noun,,,,,,,,,,,,,,,,,,,,,,
Sydney,悉尼,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
symbolic link,符号链接,noun,适用于操作系统及文件系统,,,,,,,,,,,,,,,,,,,,,
symlink,符号链接,noun,适用于操作系统及文件系统，Symlink 通常是 Symbolic Link (符号链接) 的简写,,,,,,,,,,,,,,,,,,,,,
sync,同步,verb,,,,,,,,,,,,,,,,,,,,,,
synchronization,同步,noun,,,,,,,,,,,,,,,,,,,,,,
synchronize,同步,verb,,,,,,,,,,,,,,,,,,,,,,
Syowa,昭和,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Syrian pound,叙利亚镑,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
system,系统,noun,,,,,,,,,,,,,,,,,,,,,,
Tab,Tab 键,noun,键盘按键名称,,,,,,,,,,,,,,,,,,,,,
tab,分页,noun,,,,,,,,,,,,,,,,,,,,,,
Tab,Tab 定位字符,noun,,,,,,,,,,,,,,,,,,,,,,
table,数据表,noun,适用于数据库,,,,,,,,,,,,,,,,,,,,,
table,表格,noun,,,,,,,,,,,,,,,,,,,,,,
table of contents,目录,noun,,,,,,,,,,,,,,,,,,,,,,
table of contents,内容目录,noun,,,,,,,,,,,,,,,,,,,,,,
tag,标签,noun,,,,,,,,,,,,,,,,,,,,,,
tag,标示,verb,,,,,,,,,,,,,,,,,,,,,,
tag base,标签目录起点,noun,,,,,,,,,,,,,,,,,,,,,,
Tag ID,标签ID,noun,Google 中国官方译文，适用于搜索引擎相关内容及 Google Analystics,,,,,,,,,,,,,,,,,,,,,
Tagalog,他加禄语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
tagline,网站标语,noun,,,,,,,,,,,,,,,,,,,,,,
Tahiti,塔希提岛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tahitian,大溪地语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Taipei,台北,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tajik,塔吉克语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Tajikistani somoni,塔吉克斯坦索莫尼,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Tallinn,塔林,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tamil,泰米尔语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Tamil (Sri Lanka),泰米尔语（斯里兰卡）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Tanzanian shilling,坦桑尼亚先令,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Tarawa,塔拉瓦,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
target audience,目标对象,noun,,,,,,,,,,,,,,,,,,,,,,
Tashkent,塔什干,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
task,任务,noun,,,,,,,,,,,,,,,,,,,,,,
Tasmania,塔斯马尼亚,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tatar,鞑靼语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
taxonomy,分类,noun,,,,,,,,,,,,,,,,,,,,,,
Tbilisi,第比利斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tegucigalpa,特古西加尔巴,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tehran,德黑兰,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tel Aviv,特拉维夫,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Telegram,Signal,noun,即时通讯软件名称,,,,,,,,,,,,,,,,,,,,,
Tell City,特尔城,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Telugu,泰卢固语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
template,模板,noun,,,,,,,,,,,,,,,,,,,,,,
template part,模板部分,noun,适用于区块编辑器、网站编辑器相关内容,,,,,,,,,,,,,,,,,,,,,
temporary directory,临时目录,noun,,,,,,,,,,,,,,,,,,,,,,
temporary file,临时文件,noun,,,,,,,,,,,,,,,,,,,,,,
term,分类法词汇,noun,适用于 WordPress 分类法相关内容,,,,,,,,,,,,,,,,,,,,,
test,测试,verb,,,,,,,,,,,,,,,,,,,,,,
test,测试,noun,,,,,,,,,,,,,,,,,,,,,,
test unit,测试单位,noun,,,,,,,,,,,,,,,,,,,,,,
text editor,文本编辑器,noun,,,,,,,,,,,,,,,,,,,,,,
Thai,泰语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Thai baht,泰铢,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
theme,主题,noun,,,,,,,,,,,,,,,,,,,,,,
theme directory,主题目录,noun,,,,,,,,,,,,,,,,,,,,,,
theme name,主题名称,noun,,,,,,,,,,,,,,,,,,,,,,
theme option,主题选项,noun,,,,,,,,,,,,,,,,,,,,,,
Thimbu,廷布,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Thimphu,廷布,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
thousand,千,noun,不要直译，该换算成本地用法就换算。举例来说，10 thousand 是 1 万 (不是 10 千)，12 million 是 1 千 2 百万 (或 1200 万，不是 12 百万)，1.4 billion 是 14 亿 (不是 1.4 十亿),,,,,,,,,,,,,,,,,,,,,
Threads,Threads,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
threshold,阈值,noun,「阈值」对一般人来说比较不好理解，一般可以使用「临界值」,,,,,,,,,,,,,,,,,,,,,
threshold,临界值,noun,,,,,,,,,,,,,,,,,,,,,,
Thule,图勒,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
thumb,缩略图,noun,有些开发者会将 Thumbnail 简写为 Thumb,,,,,,,,,,,,,,,,,,,,,
thumbnail,缩略图,noun,,,,,,,,,,,,,,,,,,,,,,
thumbnail size,缩略图尺寸,noun,,,,,,,,,,,,,,,,,,,,,,
Thunder Bay,桑德贝,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tibetan,藏语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Tigrinya,提格利尼亚语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Tijuana,蒂华纳,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
TikTok,TikTok,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
tilde,波形符,noun,,,,,,,,,,,,,,,,,,,,,,
Timbuktu,廷巴克图,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
time format,时间格式,noun,,,,,,,,,,,,,,,,,,,,,,
timer,计时器,noun,,,,,,,,,,,,,,,,,,,,,,
timezone,时区,noun,,,,,,,,,,,,,,,,,,,,,,
TinyMCE,TinyMCE,noun,,,,,,,,,,,,,,,,,,,,,,
Tirane,地拉内,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tiraspol,蒂拉斯波尔,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
title,标题,noun,,,,,,,,,,,,,,,,,,,,,,
TLD,顶级域名,noun,如果是与网域相关的内容，就是 top level domain 的缩写,,,,,,,,,,,,,,,,,,,,,
TLD,TLD,noun,如果是与网域相关的内容，就是 top level domain 的缩写,,,,,,,,,,,,,,,,,,,,,
TOC,TOC,noun,,,,,,,,,,,,,,,,,,,,,,
TOC,目录,noun,,,,,,,,,,,,,,,,,,,,,,
TOC,内容目录,noun,,,,,,,,,,,,,,,,,,,,,,
token,令牌,noun,,,,,,,,,,,,,,,,,,,,,,
Tokyo,东京,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tomsk,托木斯克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tonga,汤加语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Tongan pa&#x2bb;anga,汤加潘加,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Tongatapu,汤加塔布,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
tool,工具,noun,,,,,,,,,,,,,,,,,,,,,,
top level domain,顶级域名,noun,,,,,,,,,,,,,,,,,,,,,,
top-level domain,顶级域名,noun,,,,,,,,,,,,,,,,,,,,,,
Toronto,多伦多,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tortola,托尔托拉岛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
track,追踪,verb,,,,,,,,,,,,,,,,,,,,,,
track,追踪,noun,,,,,,,,,,,,,,,,,,,,,,
trackback,引用通知,noun,,,,,,,,,,,,,,,,,,,,,,
tracker,追踪器,noun,,,,,,,,,,,,,,,,,,,,,,
tracking code,追踪代码,noun,Google 中国官方译文，适用于搜索引擎相关内容及 Google Analystics,,,,,,,,,,,,,,,,,,,,,
trademark,商标,noun,,,,,,,,,,,,,,,,,,,,,,
Traditional Chinese,繁体中文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Traditional Chinese Formal,繁体中文 (正式),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Traditional Chinese Informal,繁体中文 (口语),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
transactional email,触发式电子邮件,noun,,,,,,,,,,,,,,,,,,,,,,
transformer,转换器,noun,,,,,,,,,,,,,,,,,,,,,,
translation,译文,noun,,,,,,,,,,,,,,,,,,,,,,
translation,翻译,noun,,,,,,,,,,,,,,,,,,,,,,
translation,本地化,noun,,,,,,,,,,,,,,,,,,,,,,
Transnistrian ruble,德涅斯特河沿岸卢布,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
transparent,透明度,noun,,,,,,,,,,,,,,,,,,,,,,
transport,传输,noun,,,,,,,,,,,,,,,,,,,,,,
trash,回收站,noun,,,,,,,,,,,,,,,,,,,,,,
trash,移至回收站,verb,,,,,,,,,,,,,,,,,,,,,,
tree,树状结构,noun,适用于说明结构显示方式,,,,,,,,,,,,,,,,,,,,,
tree view,树状视图,noun,适用于检视方式名称,,,,,,,,,,,,,,,,,,,,,
trigger,触发,verb,,,,,,,,,,,,,,,,,,,,,,
trigger,触发进程,noun,,,,,,,,,,,,,,,,,,,,,,
trillion,兆,noun,不要直译，该换算成本地用法就换算。举例来说，10 thousand 是 1 万 (不是 10 千)，12 million 是 1 千 2 百万 (或 1200 万，不是 12 百万)，1.4 billion 是 14 亿 (不是 1.4 十亿),,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago dollar,特立尼达和多巴哥元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Tripoli,的黎波里,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Troll,特罗尔站,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Truk,特鲁克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Truth Social,Truth Social,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
try again,再试一次,verb,,,,,,,,,,,,,,,,,,,,,,
Tsonga,聪加语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Tswana,茨瓦纳语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Tucuman,图库曼,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tumblr,Tumblr,noun,内容发布平台名称,,,,,,,,,,,,,,,,,,,,,
Tunis,突尼斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tunisian dinar,突尼斯第纳尔,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
tunnel,信道,noun,,,,,,,,,,,,,,,,,,,,,,
Turkish,土耳其,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Turkish lira,土耳其里拉,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Turkmen,土库曼语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Turkmenistan manat,土库曼斯坦马纳特,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
tutorial,教程,noun,,,,,,,,,,,,,,,,,,,,,,
Twi,契维语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Twitter,Twitter,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
two-factor authentication,双因素身份验证,noun,,,,,,,,,,,,,,,,,,,,,,
two-step authentication,两步验证,noun,,,,,,,,,,,,,,,,,,,,,,
typo,拼写错误,noun,,,,,,,,,,,,,,,,,,,,,,
typography,版式,noun,,,,,,,,,,,,,,,,,,,,,,
Ubuntu,Ubuntu,noun,Linux 发行版名称,,,,,,,,,,,,,,,,,,,,,
UCT,UCT,noun,,,,,,,,,,,,,,,,,,,,,,
Ugandan shilling,乌干达先令,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Uighur,维吾尔文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Ujung Pandang,乌戎潘当,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Ukrainian,乌克兰语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Ukrainian hryvnia,乌克兰格里夫纳,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Ulaanbaatar,乌兰巴托,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Ulan Bator,乌兰巴托,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Ulyanovsk,乌里扬诺夫斯克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
uncheck,取消选中,verb,操作对象为复选框 (Checkbox) 时使用,,,,,,,,,,,,,,,,,,,,,
underscore,下划线,noun,适用于标点符号 _,,,,,,,,,,,,,,,,,,,,,
underscore,下划线,noun,,,,,,,,,,,,,,,,,,,,,,
undo,撤消,verb,,,,,,,,,,,,,,,,,,,,,,
ungroup,取消组合,verb,,,,,,,,,,,,,,,,,,,,,,
unique,唯一,adjective,,,,,,,,,,,,,,,,,,,,,,
unique identifier,唯一识别码,noun,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates dirham,阿联酋迪拉姆,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
United Kingdom,英国,noun,,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,大不列颠及北爱尔兰联合王国,noun,,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,英国,noun,,,,,,,,,,,,,,,,,,,,,,
United States,美国,noun,,,,,,,,,,,,,,,,,,,,,,
United States dollar,美元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
United States of America,美国,noun,,,,,,,,,,,,,,,,,,,,,,
Universal,国际标准时间,noun,,,,,,,,,,,,,,,,,,,,,,
universal,标准,adjective,,,,,,,,,,,,,,,,,,,,,,
universal,通用,adjective,,,,,,,,,,,,,,,,,,,,,,
unload,卸载,verb,从储存空间移除储存的项目。,,,,,,,,,,,,,,,,,,,,,
unload,卸载,verb,将软件从系统内存中移除。,,,,,,,,,,,,,,,,,,,,,
unmount,卸载,verb,适用于连接储存设备,,,,,,,,,,,,,,,,,,,,,
unsaved change,未保存的更改,noun,,,,,,,,,,,,,,,,,,,,,,
unschedule,取消定时器,verb,,,,,,,,,,,,,,,,,,,,,,
untitled,无标题,adjective,,,,,,,,,,,,,,,,,,,,,,
unwanted software,垃圾软件,noun,,,,,,,,,,,,,,,,,,,,,,
up arrow key,向上键,noun,键盘按键名称,,,,,,,,,,,,,,,,,,,,,
update,更新,noun,,,,,,,,,,,,,,,,,,,,,,
update,更新,verb,,,,,,,,,,,,,,,,,,,,,,
upgrade,升级,verb,,,,,,,,,,,,,,,,,,,,,,
upload,上传,verb,,,,,,,,,,,,,,,,,,,,,,
uploader,上传器,noun,,,,,,,,,,,,,,,,,,,,,,
Upper Alpha/Latin,大写拉丁字符,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Upper Roman,大写罗马数字,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Upper Sorbian,上索布语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
upsell,追加销售,verb,,,,,,,,,,,,,,,,,,,,,,
upselling,追加销售,noun,,,,,,,,,,,,,,,,,,,,,,
uptime,正常运行时间,noun,,,,,,,,,,,,,,,,,,,,,,
Urdu,乌尔都语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
URI,URI,noun,,,,,,,,,,,,,,,,,,,,,,
URL,网址,noun,,,,,,,,,,,,,,,,,,,,,,
URL Slug,网址别名,noun,,,,,,,,,,,,,,,,,,,,,,
Uruguayan peso,乌拉圭比绍,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Urumqi,乌鲁木齐,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
user,用户,noun,,,,,,,,,,,,,,,,,,,,,,
user agent,用户代理,noun,,,,,,,,,,,,,,,,,,,,,,
user interface,用户接口,noun,,,,,,,,,,,,,,,,,,,,,,
user role,用户角色,verb,,,,,,,,,,,,,,,,,,,,,,
Ushuaia,乌斯怀亚,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Ust-Nera,乌斯季内拉,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
UTC,国际标准时间 (UTC),noun,,,,,,,,,,,,,,,,,,,,,,
Uyghur,维吾尔族,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Uzbek,乌兹别克语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Uzbekistani som,乌兹别克斯坦索姆,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Uzhgorod,乌日哥罗德,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Vaduz,瓦杜兹,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
validate,验证,noun,,,,,,,,,,,,,,,,,,,,,,
validation,验证,verb,,,,,,,,,,,,,,,,,,,,,,
value-added tax,增值税,noun,,,,,,,,,,,,,,,,,,,,,,
Vancouver,温哥华,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Vanuatu vatu,瓦努阿图瓦图,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
variable font,可变字体,noun,Google 中国官方译文，适用于字体相关内容,,,,,,,,,,,,,,,,,,,,,
variation,样式变化,noun,适用于 WordPress 全站编辑,,,,,,,,,,,,,,,,,,,,,
VAT,增值税,noun,VAT 一般在商业交易内容中都是 Value-Added Tax (加值税) 的缩写,,,,,,,,,,,,,,,,,,,,,
Vatican,梵蒂冈,noun,,,,,,,,,,,,,,,,,,,,,,
vault,保存库,noun,,,,,,,,,,,,,,,,,,,,,,
Venda,文达语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
vendor,厂商,noun,,,,,,,,,,,,,,,,,,,,,,
Venezuelan bol&iacute;var,委内瑞拉玻利瓦尔,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
verification,验证,noun,,,,,,,,,,,,,,,,,,,,,,
verification code,验证码,noun,,,,,,,,,,,,,,,,,,,,,,
verify,验证,verb,,,,,,,,,,,,,,,,,,,,,,
version control,版本控制,noun,,,,,,,,,,,,,,,,,,,,,,
vertical,垂直,adjective,,,,,,,,,,,,,,,,,,,,,,
Vevay,韦韦,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Viber,Viber,noun,即时通讯软件名称,,,,,,,,,,,,,,,,,,,,,
Victoria,维多利亚,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Video,视频,noun,WordPress 核心程序内建的文章格式 (Post Format) 之一，需要主题支持才能显示,,,,,,,,,,,,,,,,,,,,,
video,视频,noun,,,,,,,,,,,,,,,,,,,,,,
Vienna,维也纳,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Vientiane,万象,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Vietnamese,越南语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Vietnamese &#x111;&#x1ed3;ng,越南盾,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
view all,查看全部,verb,,,,,,,,,,,,,,,,,,,,,,
view mode,查看模式,noun,,,,,,,,,,,,,,,,,,,,,,
viewer,查看器,noun,,,,,,,,,,,,,,,,,,,,,,
viewport,视口,noun,适用于网页设计,,,,,,,,,,,,,,,,,,,,,
Vilnius,维尔纽斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Vim,Vim,noun,纯文本编辑器名称。,,,,,,,,,,,,,,,,,,,,,
Vimeo,Vimeo,noun,在线影音流媒体服务名称,,,,,,,,,,,,,,,,,,,,,
Vincennes,万塞讷,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Virgin,维京群岛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
virtual,虚拟,adjective,,,,,,,,,,,,,,,,,,,,,,
virtual private network,虚拟专用网络,noun,,,,,,,,,,,,,,,,,,,,,,
virtual private server,虚拟专用服务器,noun,,,,,,,,,,,,,,,,,,,,,,
visual editor,可视化编辑器,noun,,,,,,,,,,,,,,,,,,,,,,
VK,VK,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
Vkontakte,Vkontakte,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
Vladivostok,海参崴,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Volapuk,沃拉普克语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Volgograd,伏尔加格勒,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Vostok,沃斯托克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
VPN,VPN,noun,VPN 通常是 Virtual Private Network (虚拟专用网) 的缩写,,,,,,,,,,,,,,,,,,,,,
VPS,VPS,noun,VPS 通常是 Virtual Private Server (虚拟专属服务器) 的缩写,,,,,,,,,,,,,,,,,,,,,
Wake,威克岛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Wallis,沃利斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Walloon,瓦隆语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Warsaw,华沙,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
web font,网页字体,noun,适用于字体相关内容,,,,,,,,,,,,,,,,,,,,,
webfont,网页字体,noun,适用于字体相关内容,,,,,,,,,,,,,,,,,,,,,
webinar,网络研讨会,noun,,,,,,,,,,,,,,,,,,,,,,
website,网站,noun,,,,,,,,,,,,,,,,,,,,,,
Welsh,威尔士语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
West,西方,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
West African CFA franc,西非法郎 (非洲金融共同体法郎),noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Western Frisian,西弗里斯兰语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
what you see is what you get,所见即所得,noun,,,,,,,,,,,,,,,,,,,,,,
WhatsApp,WhatsApp,noun,即时通讯软件名称,,,,,,,,,,,,,,,,,,,,,
what-you-see-is-what-you-get,所见即所得,noun,,,,,,,,,,,,,,,,,,,,,,
white label,品牌白标,noun,,,,,,,,,,,,,,,,,,,,,,
white list,白名单,noun,,,,,,,,,,,,,,,,,,,,,,
Whitehorse,怀特霍斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
whitelist,白名单,noun,,,,,,,,,,,,,,,,,,,,,,
whitespace,空白字符,noun,,,,,,,,,,,,,,,,,,,,,,
widget,小工具,noun,,,,,,,,,,,,,,,,,,,,,,
widget area,小工具区域,noun,,,,,,,,,,,,,,,,,,,,,,
width,宽度,noun,,,,,,,,,,,,,,,,,,,,,,
wildcard,通配符,noun,,,,,,,,,,,,,,,,,,,,,,
